     n, heap_cmp, heap_swaps, heap_time
 41816,  3100183,     605852,      4162
 41817,  3100334,     605878,      4161
 41818,  3100881,     605998,      5204
 41819,  3100960,     606037,     12214
 41820,  3100476,     605886,      5799
 41821,  3101413,     606136,      4150
 41822,  3100160,     605794,      4738
 41823,  3100526,     605871,      5930
 41824,  3101004,     606032,      4144
 41825,  3100547,     605880,      4220
 41826,  3101856,     606185,      5202
 41827,  3101084,     606002,      4157
 41828,  3100802,     605923,      4628
 41829,  3101332,     606081,      5723
 41830,  3101519,     606110,      4371
 41831,  3100520,     605861,      8729
 41832,  3100462,     605865,      4767
 41833,  3101480,     606087,      4651
 41834,  3101398,     606072,      4145
 41835,  3102038,     606219,      4596
 41836,  3101631,     606093,      4972
 41837,  3101652,     606108,      4189
 41838,  3101759,     606135,      4156
 41839,  3101773,     606153,      4377
 41840,  3101730,     606119,      4502
 41841,  3101869,     606149,      4145
 41842,  3101974,     606165,      4152
 41843,  3101970,     606141,      4777
 41844,  3102571,     606286,      4244
 41845,  3102391,     606289,      4157
 41846,  3102566,     606264,      4421
 41847,  3103196,     606448,      7107
 41848,  3103110,     606446,      4155
 41849,  3103096,     606436,      4156
 41850,  3103076,     606423,      4416
 41851,  3103378,     606469,      4196
 41852,  3102726,     606309,     11521
 41853,  3102534,     606249,      4143
 41854,  3103383,     606452,      4146
 41855,  3103853,     606575,      5996
 41856,  3103673,     606543,      5738
 41857,  3102878,     606341,      4183
 41858,  3103705,     606529,      4156
 41859,  3103315,     606400,      7743
 41860,  3103129,     606358,      4361
 41861,  3103930,     606539,     10225
 41862,  3103229,     606402,      5650
 41863,  3103583,     606458,      4129
 41864,  3103909,     606565,      5383
 41865,  3104153,     606604,      4141
 41866,  3103756,     606524,      4142
 41867,  3104298,     606645,      4144
 41868,  3104574,     606727,      4646
 41869,  3104421,     606691,      4237
 41870,  3104446,     606670,      4143
 41871,  3104161,     606586,      4228
 41872,  3104764,     606729,      4923
 41873,  3104249,     606589,      4229
 41874,  3104917,     606768,      4139
 41875,  3104324,     606586,      4411
 41876,  3105348,     606865,      4981
 41877,  3104919,     606725,      4155
 41878,  3105302,     606846,      4153
 41879,  3104822,     606675,      5769
 41880,  3105451,     606867,     11530
 41881,  3105234,     606795,     10832
 41882,  3105563,     606876,     11213
 41883,  3105940,     606963,      4933
 41884,  3105698,     606916,      4152
 41885,  3106184,     607015,      4141
 41886,  3105526,     606830,      4153
 41887,  3105558,     606858,      4132
 41888,  3106375,     607097,      4181
 41889,  3105860,     606943,      8138
 41890,  3106588,     607116,     12932
 41891,  3106338,     607043,     12499
 41892,  3106040,     606963,     12992
 41893,  3106508,     607095,     12525
 41894,  3106816,     607118,     12573
 41895,  3107164,     607235,     12428
 41896,  3106648,     607097,     12802
 41897,  3106630,     607111,     13043
 41898,  3107115,     607212,     12634
 41899,  3107175,     607236,     12460
 41900,  3106626,     607088,     12489
 41901,  3107172,     607185,     12635
 41902,  3106720,     607090,     12492
 41903,  3107334,     607227,     10874
 41904,  3107333,     607240,      7953
 41905,  3107133,     607165,     12466
 41906,  3107477,     607290,     10804
 41907,  3107831,     607331,     12693
 41908,  3107710,     607311,     13244
 41909,  3108362,     607440,     12590
 41910,  3107355,     607198,     12480
 41911,  3107719,     607272,      6656
 41912,  3107362,     607188,      4149
 41913,  3108270,     607432,      4152
 41914,  3108016,     607379,      7139
 41915,  3108205,     607410,     12587
 41916,  3108470,     607481,     11830
 41917,  3108883,     607578,     11771
 41918,  3108708,     607497,     13093
 41919,  3108372,     607470,     12870
 41920,  3108295,     607422,     12923
 41921,  3108493,     607477,     13598
 41922,  3108475,     607431,     13199
 41923,  3108296,     607391,     13541
 41924,  3109370,     607674,     12500
 41925,  3108166,     607336,     11664
 41926,  3108244,     607355,     11761
 41927,  3108727,     607514,     10134
 41928,  3108996,     607528,      4198
 41929,  3108944,     607537,      4161
 41930,  3109119,     607561,      4153
 41931,  3109732,     607741,      4674
 41932,  3109628,     607691,      4158
 41933,  3110326,     607863,      4175
 41934,  3109471,     607599,      4157
 41935,  3109505,     607602,      9849
 41936,  3110253,     607832,     12340
 41937,  3110763,     607938,     11643
 41938,  3110308,     607843,     13554
 41939,  3110024,     607771,      9784
 41940,  3109770,     607678,     12373
 41941,  3110024,     607747,     11285
 41942,  3110535,     607877,     11744
 41943,  3111010,     607969,     14742
 41944,  3110544,     607856,     13539
 41945,  3110469,     607824,     12783
 41946,  3111419,     608059,     12944
 41947,  3110576,     607870,     13162
 41948,  3111668,     608143,     13653
 41949,  3111541,     608097,     13696
 41950,  3111137,     607948,     12872
 41951,  3110985,     607941,     13168
 41952,  3111333,     608008,     12673
 41953,  3111083,     607957,     14351
 41954,  3111714,     608133,     13813
 41955,  3111731,     608108,     13005
 41956,  3111270,     607992,     12750
 41957,  3111478,     608039,     12986
 41958,  3111190,     607960,     12949
 41959,  3111535,     608043,     13064
 41960,  3111678,     608065,     13048
 41961,  3112222,     608202,     13378
 41962,  3112209,     608213,     13499
 41963,  3112034,     608114,     13558
 41964,  3112238,     608185,     13326
 41965,  3112335,     608208,     13763
 41966,  3112572,     608274,     12539
 41967,  3112522,     608243,     12955
 41968,  3112950,     608375,     12725
 41969,  3112708,     608303,     13355
 41970,  3112714,     608290,     12726
 41971,  3112636,     608232,     10502
 41972,  3112686,     608256,      4173
 41973,  3113071,     608339,      4952
 41974,  3112618,     608241,      4284
 41975,  3112769,     608269,      4184
 41976,  3113026,     608317,      4442
 41977,  3113394,     608406,      4946
 41978,  3113343,     608390,      4188
 41979,  3113815,     608506,      4153
 41980,  3113716,     608504,      5449
 41981,  3114044,     608569,     11782
 41982,  3113732,     608473,     12135
 41983,  3113580,     608444,     12382
 41984,  3114342,     608639,     12595
 41985,  3114018,     608523,      4205
 41986,  3114489,     608650,      4172
 41987,  3113741,     608466,      4156
 41988,  3114208,     608613,      7111
 41989,  3113850,     608470,     10418
 41990,  3114384,     608605,      8092
 41991,  3114219,     608548,      9468
 41992,  3114509,     608643,      6595
 41993,  3114432,     608633,      4363
 41994,  3114441,     608617,      4167
 41995,  3115386,     608829,      5823
 41996,  3114454,     608576,      4211
 41997,  3114951,     608740,      4303
 41998,  3115143,     608755,      5499
 41999,  3115555,     608870,      4170
 42000,  3115311,     608768,      4169
 42001,  3115321,     608779,      4192
 42002,  3115371,     608787,      5102
 42003,  3115972,     608961,      4169
 42004,  3115755,     608917,      4166
 42005,  3115606,     608851,      4173
 42006,  3116157,     608983,      4944
 42007,  3115137,     608736,      4164
 42008,  3115898,     608892,      4163
 42009,  3116251,     608986,      4165
 42010,  3116141,     609003,      5114
 42011,  3116284,     608994,      4169
 42012,  3116579,     609045,      4163
 42013,  3116385,     609055,      6302
 42014,  3116051,     608949,      4166
 42015,  3116133,     608970,      4448
 42016,  3116507,     609034,      5800
 42017,  3115899,     608887,      4169
 42018,  3116708,     609110,      4190
 42019,  3116097,     608863,      4176
 42020,  3116857,     609069,      6720
 42021,  3116416,     608994,      4970
 42022,  3117159,     609140,      4189
 42023,  3117280,     609154,      5592
 42024,  3117097,     609110,      4309
 42025,  3117210,     609128,      4176
 42026,  3117268,     609133,      4150
 42027,  3117454,     609237,      4928
 42028,  3117857,     609269,      4205
 42029,  3117933,     609315,      4159
 42030,  3117794,     609286,      4404
 42031,  3117593,     609211,      4362
 42032,  3117673,     609232,      4203
 42033,  3118212,     609365,      4159
 42034,  3118190,     609381,      4264
 42035,  3118176,     609393,      4286
 42036,  3118319,     609406,      4164
 42037,  3118228,     609379,      4172
 42038,  3117971,     609289,      5273
 42039,  3118000,     609282,      4174
 42040,  3118447,     609397,      4887
 42041,  3118153,     609333,      4175
 42042,  3118598,     609416,      5654
 42043,  3118002,     609271,      4186
 42044,  3118708,     609440,      4176
 42045,  3119083,     609525,      4655
 42046,  3119003,     609522,      4184
 42047,  3118908,     609451,      4182
 42048,  3119136,     609499,      4177
 42049,  3118984,     609519,      5296
 42050,  3118894,     609470,      4310
 42051,  3118830,     609454,      4259
 42052,  3119665,     609635,      4221
 42053,  3119158,     609567,      5293
 42054,  3119457,     609599,      4184
 42055,  3119785,     609692,      4173
 42056,  3119745,     609677,      5227
 42057,  3120539,     609843,      4693
 42058,  3120345,     609823,      4180
 42059,  3120263,     609805,      4213
 42060,  3120522,     609859,      5513
 42061,  3119994,     609713,      4634
 42062,  3119983,     609686,      4590
 42063,  3119821,     609654,      4276
 42064,  3120617,     609825,      4185
 42065,  3120468,     609778,      4266
 42066,  3119841,     609613,      4274
 42067,  3120622,     609836,      5242
 42068,  3121030,     609950,      4765
 42069,  3120532,     609784,      4222
 42070,  3120572,     609760,      5293
 42071,  3120543,     609771,      4302
 42072,  3121085,     609909,      4171
 42073,  3120782,     609829,      4235
 42074,  3120897,     609855,      5669
 42075,  3121395,     609992,      4170
 42076,  3121218,     609933,      4259
 42077,  3121186,     609928,      4164
 42078,  3121557,     609991,      5161
 42079,  3121316,     609919,      5297
 42080,  3122179,     610136,      4682
 42081,  3121386,     609977,      4420
 42082,  3121654,     610007,      4241
 42083,  3122399,     610197,      4189
 42084,  3122596,     610243,      4875
 42085,  3122536,     610207,      5016
 42086,  3122178,     610119,      4358
 42087,  3122166,     610126,      4753
 42088,  3122348,     610142,      5182
 42089,  3122346,     610149,      4528
 42090,  3121881,     610025,      4761
 42091,  3122313,     610149,      4176
